,Content ID,reaction_Type,Datetime,category,content_type,sentiment,scores
3747,f1038e6c-5292-4e20-a866-675e1637d6b5,adore,17-11-2020,soccer,GIF,positive,72
3787,a784c1dd-e2ab-408d-a0c3-226a51d420e1,adore,22-10-2020,technology,audio,positive,72
3811,a784c1dd-e2ab-408d-a0c3-226a51d420e1,adore,04-10-2020,technology,audio,positive,72
3822,3a106d1f-3942-49d4-9358-417f33d760c6,adore,05-03-2021,Fitness,photo,positive,72
3832,3a106d1f-3942-49d4-9358-417f33d760c6,adore,07-11-2020,Fitness,photo,positive,72
3839,3a106d1f-3942-49d4-9358-417f33d760c6,adore,13-09-2020,Fitness,photo,positive,72
3843,1830df30-c239-4287-8d63-fadcb8ced884,adore,23-05-2021,veganism,video,positive,72
3857,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,15-11-2020,soccer,audio,positive,72
3868,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,21-01-2021,soccer,audio,positive,72
3876,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,05-04-2021,soccer,audio,positive,72
3888,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,28-03-2021,soccer,audio,positive,72
3889,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,25-01-2021,soccer,audio,positive,72
3891,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,17-06-2021,soccer,audio,positive,72
3893,5bb364a6-8646-4cdb-b1cf-09f4125718d8,adore,18-02-2021,soccer,audio,positive,72
3913,dd2f8912-9b97-40cb-ac5f-215f98d4d733,adore,10-06-2021,fitness,GIF,positive,72
3930,de95cdb1-a85a-40de-8467-892e2d1481af,adore,11-08-2020,education,video,positive,72
3937,de95cdb1-a85a-40de-8467-892e2d1481af,adore,18-11-2020,education,video,positive,72
3945,de95cdb1-a85a-40de-8467-892e2d1481af,adore,28-07-2020,education,video,positive,72
3987,6199f5ca-cc02-410d-a408-e034946de162,adore,10-12-2020,animals,video,positive,72
4020,8490c29c-177f-4c21-9d37-d509f9287f30,adore,09-08-2020,tennis,GIF,positive,72
4036,bf8e2e7a-7a90-47f8-8dd6-01f8c6aa32ed,adore,09-06-2021,science,video,positive,72
4071,5651450a-d330-46e6-bac9-c7c7e7defaf2,adore,22-07-2020,animals,photo,positive,72
4079,7c2e209e-acea-4246-a32d-636e2f2cc2c1,adore,03-09-2020,dogs,photo,positive,72
4088,a72552ac-cad2-4707-8bc6-dea84a5ab72b,adore,27-06-2020,studying,video,positive,72
4097,1bbdebad-2218-46fd-8afc-ddd9b4d56d97,adore,01-07-2020,veganism,photo,positive,72
4124,0d3d0a35-f806-4536-8733-abf1f92763e2,adore,05-10-2020,studying,GIF,positive,72
4158,f783f128-6f66-4ef3-a190-5afc29d17012,adore,07-11-2020,tennis,GIF,positive,72
4160,f783f128-6f66-4ef3-a190-5afc29d17012,adore,27-01-2021,tennis,GIF,positive,72
4222,6e418568-a2b9-4d08-b241-06362c96a7f1,adore,18-06-2020,food,video,positive,72
4224,6e418568-a2b9-4d08-b241-06362c96a7f1,adore,29-01-2021,food,video,positive,72
4266,93c0f4f6-8c1e-453e-8df0-3015b1e76376,adore,13-02-2021,technology,video,positive,72
4268,93c0f4f6-8c1e-453e-8df0-3015b1e76376,adore,26-02-2021,technology,video,positive,72
4284,34123572-64b7-4f3d-b098-a2651d882fb2,adore,26-02-2021,dogs,video,positive,72
4372,413101f7-ea05-4df6-97cf-9891245c5ed7,adore,22-07-2020,science,video,positive,72
4387,6be333ca-7797-41a5-9a2d-e198037d30ed,adore,08-03-2021,food,audio,positive,72
4389,6be333ca-7797-41a5-9a2d-e198037d30ed,adore,22-05-2021,food,audio,positive,72
4393,6be333ca-7797-41a5-9a2d-e198037d30ed,adore,23-05-2021,food,audio,positive,72
4400,c136ae25-d882-4e2c-b515-5727ad2626a5,adore,27-01-2021,soccer,photo,positive,72
4418,c136ae25-d882-4e2c-b515-5727ad2626a5,adore,24-05-2021,soccer,photo,positive,72
4436,c136ae25-d882-4e2c-b515-5727ad2626a5,adore,27-06-2020,soccer,photo,positive,72
4454,ba9ce407-672c-4ceb-9c1f-59590fd187d0,adore,10-06-2021,fitness,audio,positive,72
4477,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,02-12-2020,fitness,audio,positive,72
4482,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,19-03-2021,fitness,audio,positive,72
4485,43e53b12-71cb-4aad-9cb7-8c3572053230,adore,11-02-2021,fitness,audio,positive,72
4512,a58c963f-1bec-4eee-b66f-60062a9dd96e,adore,01-08-2020,dogs,video,positive,72
4534,a58c963f-1bec-4eee-b66f-60062a9dd96e,adore,30-03-2021,dogs,video,positive,72
4545,2c0e1f1e-1af8-45b6-b8f2-9714358dd2ad,adore,14-06-2021,Travel,audio,positive,72
4573,748ab616-8066-4c61-b6af-d7442545d12a,adore,28-02-2021,veganism,audio,positive,72
4592,e0fe9c2b-0e5f-46b3-bb4a-f68bf569e867,adore,27-12-2020,science,video,positive,72
4602,734c0b94-6729-44ef-af97-90a3a51a466c,adore,28-01-2021,travel,video,positive,72
4646,43da458b-66fe-4723-996c-57dcfad67edf,adore,10-09-2020,food,GIF,positive,72
4670,43da458b-66fe-4723-996c-57dcfad67edf,adore,15-10-2020,food,GIF,positive,72
4682,3d02ae44-c8f2-4d2d-a64c-9355a4f46430,adore,10-09-2020,fitness,GIF,positive,72
4697,7dc268e5-b50d-4280-82aa-e08af75a8a0a,adore,15-10-2020,science,photo,positive,72
4700,7dc268e5-b50d-4280-82aa-e08af75a8a0a,adore,20-12-2020,science,photo,positive,72
4712,d0e55134-c60e-4a05-999c-d7697b4901f0,adore,10-06-2021,cooking,GIF,positive,72
4715,d0e55134-c60e-4a05-999c-d7697b4901f0,adore,11-01-2021,cooking,GIF,positive,72
4720,d0e55134-c60e-4a05-999c-d7697b4901f0,adore,04-10-2020,cooking,GIF,positive,72
4768,ebdf5d36-9ecc-44d7-b641-d33805709452,adore,06-09-2020,cooking,audio,positive,72
4797,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,26-06-2020,studying,video,positive,72
4799,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,18-09-2020,studying,audio,positive,72
4816,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,31-12-2020,studying,audio,positive,72
4832,f0d1b3ed-f1dd-4a09-b17a-b0f241932fbb,adore,10-07-2020,studying,audio,positive,72
4838,7d459555-a816-4d20-893c-a002e0a74ce3,adore,17-12-2020,healthy eating,audio,positive,72
4844,7d459555-a816-4d20-893c-a002e0a74ce3,adore,27-03-2021,healthy eating,audio,positive,72
4867,e6b61eab-6879-4618-b189-476f27f02fdd,adore,01-05-2021,science,audio,positive,72
4873,e6b61eab-6879-4618-b189-476f27f02fdd,adore,24-06-2020,science,audio,positive,72
4891,d16d21cd-30c7-4b1e-b50c-aff5808fe816,adore,24-12-2020,fitness,photo,positive,72
4919,27ec2b21-a749-4181-b182-150a174fc277,adore,27-11-2020,animals,GIF,positive,72
4932,27ec2b21-a749-4181-b182-150a174fc277,adore,29-12-2020,animals,GIF,positive,72
4960,8bcb980c-6f36-484d-974f-30b3e8fcc251,adore,10-03-2021,travel,photo,positive,72
4986,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,adore,28-05-2021,food,video,positive,72
5003,bac28166-5b8d-4f5d-88da-8c8f9a1c3f5b,adore,14-02-2021,food,video,positive,72
5040,1f466010-5c87-4b81-be83-5856481231fb,adore,15-01-2021,soccer,GIF,positive,72
5060,496645a7-64f7-4c56-94f5-a71671cb262e,adore,26-07-2020,dogs,GIF,positive,72
5079,496645a7-64f7-4c56-94f5-a71671cb262e,adore,09-02-2021,dogs,GIF,positive,72
5095,496645a7-64f7-4c56-94f5-a71671cb262e,adore,19-09-2020,dogs,GIF,positive,72
5097,496645a7-64f7-4c56-94f5-a71671cb262e,adore,24-05-2021,dogs,GIF,positive,72
5101,d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,12-01-2021,tennis,video,positive,72
5108,d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,05-09-2020,tennis,video,positive,72
5115,d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,07-02-2021,tennis,video,positive,72
5120,d6d4ec49-4210-44de-9f90-c93dfbeed084,adore,13-05-2021,tennis,video,positive,72
5134,229d5bad-c1e4-439c-8978-0efdcdfea4d1,adore,13-02-2021,food,audio,positive,72
5161,229d5bad-c1e4-439c-8978-0efdcdfea4d1,adore,15-06-2021,food,audio,positive,72
5175,80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,29-07-2020,tennis,video,positive,72
5199,80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,20-07-2020,tennis,video,positive,72
5200,80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,28-11-2020,tennis,video,positive,72
5202,80d4bec9-6441-41a2-be74-0eec3e5317ef,adore,23-04-2021,tennis,video,positive,72
5255,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,adore,04-03-2021,cooking,audio,positive,72
5261,57a8bb62-a264-42d4-a1b0-6e4c0f859a5e,adore,04-09-2020,cooking,audio,positive,72
5289,ff883828-a610-492d-8635-8a777eaad25f,adore,27-10-2020,education,photo,positive,72
5304,ff883828-a610-492d-8635-8a777eaad25f,adore,02-03-2021,education,photo,positive,72
5339,48a824bf-e495-4333-8acf-c800947ec2cd,adore,09-08-2020,soccer,audio,positive,72
5413,88d65e30-7ca0-4f32-a020-45c4cb3d9632,adore,11-09-2020,travel,audio,positive,72
5419,88d65e30-7ca0-4f32-a020-45c4cb3d9632,adore,23-05-2021,travel,audio,positive,72
5456,05776481-7b58-46d8-abf6-bf4de7831287,adore,31-10-2020,travel,audio,positive,72
5460,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,adore,07-07-2020,animals,GIF,positive,72
5465,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,adore,15-06-2021,animals,GIF,positive,72
5466,323c35ed-081f-4efd-8bd6-ce5208ceb0ed,adore,28-04-2021,animals,GIF,positive,72
5497,8b51c05c-a8a2-4a6c-b031-165fb7bac840,adore,01-06-2021,dogs,video,positive,72
5528,58059956-4cde-4671-9baf-904851731540,adore,12-01-2021,education,audio,positive,72
5533,a429d355-8983-40a4-aa2b-c3f47acd5499,adore,25-12-2020,veganism,photo,positive,72
5539,a429d355-8983-40a4-aa2b-c3f47acd5499,adore,20-12-2020,veganism,photo,positive,72
5543,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,13-07-2020,veganism,photo,positive,72
5546,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,22-11-2020,veganism,GIF,positive,72
5551,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,23-12-2020,veganism,GIF,positive,72
5566,c9ab41d2-5728-4d94-b16a-1e9b7af9b21d,adore,11-08-2020,veganism,GIF,positive,72
5571,429632b9-88c0-4163-a7ed-4272a04f7838,adore,16-09-2020,Animals,audio,positive,72
5577,429632b9-88c0-4163-a7ed-4272a04f7838,adore,10-05-2021,Animals,audio,positive,72
5637,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,adore,29-08-2020,education,GIF,positive,72
5638,ebdf9868-075e-4fca-a3de-ef7b2cd8f7a1,adore,17-12-2020,education,GIF,positive,72
5654,8ef185a2-8910-41f5-a109-95c925ebffa0,adore,07-09-2020,public speaking,photo,positive,72
5658,8ef185a2-8910-41f5-a109-95c925ebffa0,adore,10-11-2020,public speaking,photo,positive,72
5677,839d117b-c764-4930-99f2-a6e4d1b47790,adore,24-05-2021,cooking,GIF,positive,72
5717,839d117b-c764-4930-99f2-a6e4d1b47790,adore,12-01-2021,cooking,GIF,positive,72
5736,909cbb46-9789-4e9d-9148-890e5c44a9e2,adore,20-11-2020,animals,audio,positive,72
5786,1987b43d-bcb9-4ab0-8634-ef3623928e94,adore,15-04-2021,education,photo,positive,72
5799,1987b43d-bcb9-4ab0-8634-ef3623928e94,adore,29-11-2020,education,photo,positive,72
5805,1987b43d-bcb9-4ab0-8634-ef3623928e94,adore,29-06-2020,education,photo,positive,72
5833,3e64dfe3-e832-4352-a170-9806f64ac507,adore,20-06-2020,healthy eating,audio,positive,72
5853,30c8a141-2c2e-4272-8854-ff5673509652,adore,03-01-2021,culture,audio,positive,72
5861,30c8a141-2c2e-4272-8854-ff5673509652,adore,03-08-2020,culture,audio,positive,72
5870,d029d393-b80b-4a56-9450-7645ee42da07,adore,26-11-2020,healthy eating,video,positive,72
5871,d029d393-b80b-4a56-9450-7645ee42da07,adore,29-09-2020,healthy eating,video,positive,72
5906,75747dd7-8dad-4f2f-9209-62765223f3af,adore,03-08-2020,fitness,photo,positive,72
5914,75747dd7-8dad-4f2f-9209-62765223f3af,adore,30-12-2020,fitness,photo,positive,72
5919,75747dd7-8dad-4f2f-9209-62765223f3af,adore,21-05-2021,fitness,photo,positive,72
5926,75747dd7-8dad-4f2f-9209-62765223f3af,adore,07-07-2020,fitness,photo,positive,72
5927,75747dd7-8dad-4f2f-9209-62765223f3af,adore,13-05-2021,fitness,photo,positive,72
5933,75747dd7-8dad-4f2f-9209-62765223f3af,adore,25-10-2020,fitness,photo,positive,72
5946,b47f0569-8d01-4ac4-a4ed-0fcc94cb96fc,adore,23-06-2020,studying,audio,positive,72
5991,b1c49557-0623-4fb2-8f22-1453286fedad,adore,24-11-2020,healthy eating,video,positive,72
5999,b1c49557-0623-4fb2-8f22-1453286fedad,adore,09-05-2021,healthy eating,video,positive,72
6014,b1c49557-0623-4fb2-8f22-1453286fedad,adore,28-06-2020,healthy eating,video,positive,72
6032,96209724-37a8-475b-b80a-03e96a7c33b1,adore,03-06-2021,fitness,GIF,positive,72
6038,96209724-37a8-475b-b80a-03e96a7c33b1,adore,25-07-2020,fitness,GIF,positive,72
6051,96209724-37a8-475b-b80a-03e96a7c33b1,adore,28-03-2021,fitness,GIF,positive,72
6063,bb9dcde7-55bb-4fb8-b349-caa58fb08823,adore,23-06-2020,healthy eating,GIF,positive,72
6099,bb9dcde7-55bb-4fb8-b349-caa58fb08823,adore,20-08-2020,healthy eating,GIF,positive,72
6100,bb9dcde7-55bb-4fb8-b349-caa58fb08823,adore,16-03-2021,healthy eating,GIF,positive,72
6122,a0606e08-1798-44f5-a575-28e82f79dfe3,adore,23-06-2020,veganism,video,positive,72
6150,3dc03a86-f481-42fa-bf43-a7bcf3b6572e,adore,25-04-2021,fitness,audio,positive,72
6163,18a07663-ba3c-4ff9-94d3-bd533aa853c2,adore,16-09-2020,veganism,audio,positive,72
6166,18a07663-ba3c-4ff9-94d3-bd533aa853c2,adore,07-02-2021,veganism,audio,positive,72
6168,18a07663-ba3c-4ff9-94d3-bd533aa853c2,adore,28-01-2021,veganism,audio,positive,72
6172,18a07663-ba3c-4ff9-94d3-bd533aa853c2,adore,29-04-2021,veganism,audio,positive,72
6194,a3d563e1-c7a6-4367-9195-cddc36863735,adore,19-06-2020,healthy eating,audio,positive,72
6230,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,05-11-2020,technology,photo,positive,72
6238,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,22-01-2021,technology,photo,positive,72
6241,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,26-12-2020,technology,photo,positive,72
6245,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,24-09-2020,technology,photo,positive,72
6250,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,15-01-2021,technology,photo,positive,72
6256,350e0d40-e036-459c-9cbe-73e003c33cfa,adore,19-10-2020,technology,photo,positive,72
6289,0e2169f4-b881-42d0-b99c-034b32f83504,adore,04-02-2021,food,GIF,positive,72
6292,0e2169f4-b881-42d0-b99c-034b32f83504,adore,31-01-2021,food,GIF,positive,72
6303,0e2169f4-b881-42d0-b99c-034b32f83504,adore,06-11-2020,food,GIF,positive,72
6369,062cbf2f-fc22-4357-8890-63e7f13fcd37,adore,04-01-2021,education,audio,positive,72
6391,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,adore,13-11-2020,Education,photo,positive,72
6413,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,adore,01-05-2021,Education,photo,positive,72
6414,45752c15-a54c-4b0d-8fe3-f39c40f6c8d9,adore,02-02-2021,Education,photo,positive,72
6422,a3e93c2d-7fb4-4881-994d-ee20ad564924,adore,17-04-2021,public speaking,video,positive,72
6435,a3e93c2d-7fb4-4881-994d-ee20ad564924,adore,10-08-2020,public speaking,video,positive,72
6487,5b379d75-649b-426f-b420-4e0b6e4a0e3d,adore,10-09-2020,soccer,video,positive,72
6520,7fe36d94-8867-4719-9c62-60b077cf5973,adore,07-10-2020,travel,photo,positive,72
6538,7fe36d94-8867-4719-9c62-60b077cf5973,adore,16-11-2020,travel,photo,positive,72
6542,7fe36d94-8867-4719-9c62-60b077cf5973,adore,04-12-2020,travel,photo,positive,72
6545,7fe36d94-8867-4719-9c62-60b077cf5973,adore,06-02-2021,travel,photo,positive,72
6574,56df8914-9d42-434d-9612-6bb518dd641e,adore,10-09-2020,fitness,video,positive,72
6622,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,25-06-2020,veganism,photo,positive,72
6625,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,22-07-2020,veganism,photo,positive,72
6628,25934ec0-56f1-4fe1-9bf4-d46b1dbb42ad,adore,17-02-2021,veganism,photo,positive,72
6681,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,adore,24-01-2021,public speaking,video,positive,72
6705,94be0dfb-a23a-4426-9c3c-e4db1fd914b5,adore,05-03-2021,public speaking,video,positive,72
6744,19179d57-4950-4a98-87fa-98f824551a6f,adore,18-06-2020,education,photo,positive,72
6748,19179d57-4950-4a98-87fa-98f824551a6f,adore,12-09-2020,education,photo,positive,72
6759,3926740f-e4f7-4229-9aad-e435149d0d2f,adore,28-07-2020,science,photo,positive,72
6832,b4c71928-99f0-4f1e-bdff-3d99c16113ac,adore,14-03-2021,travel,video,positive,72
6839,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,18-08-2020,dogs,GIF,positive,72
6843,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,09-04-2021,dogs,GIF,positive,72
6847,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,24-07-2020,dogs,GIF,positive,72
6855,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,16-10-2020,dogs,GIF,positive,72
6872,c7b02507-18a2-4169-91f1-4fc727c8bc03,adore,22-12-2020,dogs,GIF,positive,72
6893,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,09-09-2020,cooking,video,positive,72
6895,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,01-09-2020,cooking,video,positive,72
6896,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,24-10-2020,cooking,video,positive,72
6897,70b0202f-cd58-42fe-acd9-7b2f8cf9e7c6,adore,06-06-2021,cooking,video,positive,72
6921,2677e7fa-4c0e-44c5-9d4c-66615a42e86f,adore,15-03-2021,dogs,photo,positive,72
6984,2240bbde-db67-4d73-b885-f0117b4b2080,adore,21-11-2020,food,video,positive,72
6993,2240bbde-db67-4d73-b885-f0117b4b2080,adore,10-06-2021,food,video,positive,72
7003,2240bbde-db67-4d73-b885-f0117b4b2080,adore,14-01-2021,food,video,positive,72
7049,59bb59ce-776b-4d28-85ee-c0d71c690b6a,adore,15-08-2020,animals,audio,positive,72
7078,59bb59ce-776b-4d28-85ee-c0d71c690b6a,adore,17-01-2021,animals,audio,positive,72
7084,59bb59ce-776b-4d28-85ee-c0d71c690b6a,adore,11-01-2021,animals,audio,positive,72
7087,59bb59ce-776b-4d28-85ee-c0d71c690b6a,adore,24-08-2020,animals,audio,positive,72
7101,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,adore,14-07-2020,fitness,audio,positive,72
7103,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,adore,04-01-2021,fitness,audio,positive,72
7109,bb3901bd-a3d9-4f45-8b0c-0548c36385d2,adore,16-07-2020,fitness,audio,positive,72
7136,72878c11-38cc-4442-bc81-7eeef47c531c,adore,10-05-2021,animals,GIF,positive,72
7145,72878c11-38cc-4442-bc81-7eeef47c531c,adore,15-09-2020,animals,GIF,positive,72
7152,b50871e0-183e-4a1d-884b-f20fb271041b,adore,13-01-2021,cooking,photo,positive,72
7170,b50871e0-183e-4a1d-884b-f20fb271041b,adore,12-08-2020,cooking,photo,positive,72
7191,802a8533-3051-4e2c-ad30-7751ece5d514,adore,27-08-2020,food,audio,positive,72
7192,802a8533-3051-4e2c-ad30-7751ece5d514,adore,13-02-2021,food,audio,positive,72
7218,8f12f846-7528-4516-aa7c-f937d868c904,adore,16-10-2020,culture,GIF,positive,72
7231,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,adore,02-02-2021,studying,photo,positive,72
7234,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,adore,09-08-2020,studying,photo,positive,72
7242,35489ad9-c3b5-4fcd-a6c0-9f2c667c55a8,adore,10-05-2021,studying,photo,positive,72
7264,2363df47-ee8b-433d-bbfc-34d5ac57e2aa,adore,19-12-2020,travel,audio,positive,72
7294,ac120787-f331-497f-8733-7cd63dfd36b6,adore,22-02-2021,culture,GIF,positive,72
7298,ac120787-f331-497f-8733-7cd63dfd36b6,adore,07-05-2021,culture,GIF,positive,72
7305,ac120787-f331-497f-8733-7cd63dfd36b6,adore,29-04-2021,culture,GIF,positive,72
7315,ac120787-f331-497f-8733-7cd63dfd36b6,adore,29-08-2020,culture,GIF,positive,72
7318,ac120787-f331-497f-8733-7cd63dfd36b6,adore,28-12-2020,culture,GIF,positive,72
7346,5c38166c-8305-4227-ad54-bad36df2a57a,adore,01-12-2020,Fitness,video,positive,72
7347,5c38166c-8305-4227-ad54-bad36df2a57a,adore,30-12-2020,Fitness,video,positive,72
7353,5c38166c-8305-4227-ad54-bad36df2a57a,adore,26-03-2021,Fitness,video,positive,72
7405,da8f7258-6757-4a7e-892e-a16b925ef83b,adore,19-11-2020,cooking,photo,positive,72
7417,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,adore,04-02-2021,tennis,audio,positive,72
7423,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,adore,03-10-2020,tennis,audio,positive,72
7431,e3c37598-5a41-471c-a65b-e0e1bef2f3ec,adore,24-08-2020,tennis,audio,positive,72
7440,ecbba40a-93f2-470a-b565-938f61f527a7,adore,20-12-2020,public speaking,audio,positive,72
7486,962e5969-cd65-4670-a2ae-b0266908426b,adore,24-05-2021,studying,GIF,positive,72
7502,962e5969-cd65-4670-a2ae-b0266908426b,adore,10-05-2021,studying,GIF,positive,72
7511,6fc7f722-0a93-4420-8376-09d6536ecef8,adore,05-07-2020,fitness,GIF,positive,72
7514,6fc7f722-0a93-4420-8376-09d6536ecef8,adore,09-07-2020,fitness,GIF,positive,72
7533,6fc7f722-0a93-4420-8376-09d6536ecef8,adore,18-04-2021,fitness,GIF,positive,72
7573,e611ee64-7ada-428d-aa37-94c8c0782a91,adore,05-08-2020,cooking,GIF,positive,72
7584,e96d9fcb-b5be-4382-b809-6315dbe6f89a,adore,03-03-2021,tennis,GIF,positive,72
7587,e96d9fcb-b5be-4382-b809-6315dbe6f89a,adore,02-04-2021,tennis,photo,positive,72
7607,e96d9fcb-b5be-4382-b809-6315dbe6f89a,adore,27-03-2021,tennis,photo,positive,72
7640,a7a7c909-15cb-4719-835b-cc9f835feb50,adore,10-08-2020,animals,GIF,positive,72
7661,77099957-1551-435e-b386-704d8b91a46e,adore,10-03-2021,cooking,audio,positive,72
7677,760e026f-8373-4aa4-acb5-03eb102fc733,adore,18-01-2021,food,audio,positive,72
7685,760e026f-8373-4aa4-acb5-03eb102fc733,adore,10-11-2020,food,audio,positive,72
7738,d03efe68-5986-48c4-8767-93b8f5881004,adore,13-11-2020,animals,GIF,positive,72
7761,d03efe68-5986-48c4-8767-93b8f5881004,adore,16-03-2021,animals,GIF,positive,72
7771,678dd299-afc6-4e35-890d-38a016cfdeff,adore,23-03-2021,public speaking,GIF,positive,72
7773,678dd299-afc6-4e35-890d-38a016cfdeff,adore,07-09-2020,public speaking,video,positive,72
7793,4bdd31e0-2f59-4262-bcbe-546678a3d203,adore,23-05-2021,healthy eating,photo,positive,72
7796,4bdd31e0-2f59-4262-bcbe-546678a3d203,adore,25-03-2021,healthy eating,photo,positive,72
7806,4bdd31e0-2f59-4262-bcbe-546678a3d203,adore,23-05-2021,healthy eating,photo,positive,72
7817,11b96207-c1c5-4083-948d-2942684aae0d,adore,21-05-2021,studying,photo,positive,72
7830,11b96207-c1c5-4083-948d-2942684aae0d,adore,03-09-2020,studying,photo,positive,72
7903,51a26a10-6973-4882-aa88-98b53978ce01,adore,12-10-2020,veganism,audio,positive,72
7921,693b5f91-52b1-4464-916c-91adccbec996,adore,08-06-2021,culture,photo,positive,72
7926,693b5f91-52b1-4464-916c-91adccbec996,adore,26-03-2021,culture,photo,positive,72
7927,693b5f91-52b1-4464-916c-91adccbec996,adore,05-03-2021,culture,photo,positive,72
7968,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,adore,23-05-2021,studying,video,positive,72
7980,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,adore,29-07-2020,studying,video,positive,72
7981,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,adore,04-06-2021,studying,video,positive,72
7987,8ea001b0-f13b-420f-b0f2-0cc35bdcd152,adore,16-07-2020,studying,video,positive,72
8016,42afb980-6f27-40d3-962e-bff8eada090f,adore,09-07-2020,culture,GIF,positive,72
8022,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,adore,22-06-2020,education,GIF,positive,72
8032,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,adore,22-08-2020,education,GIF,positive,72
8062,70a9e79f-ca7b-48e1-b521-c1d16cb2e36d,adore,02-01-2021,education,GIF,positive,72
8068,581634a6-14c7-4c0a-8c7f-34238e58cf6a,adore,25-08-2020,veganism,GIF,positive,72
8080,581634a6-14c7-4c0a-8c7f-34238e58cf6a,adore,04-04-2021,veganism,GIF,positive,72
8104,581634a6-14c7-4c0a-8c7f-34238e58cf6a,adore,19-01-2021,veganism,GIF,positive,72
8107,1e773c55-ec7e-47f2-916d-98d0b778a048,adore,02-02-2021,food,GIF,positive,72
8118,1e773c55-ec7e-47f2-916d-98d0b778a048,adore,19-08-2020,food,photo,positive,72
8128,1e773c55-ec7e-47f2-916d-98d0b778a048,adore,01-03-2021,food,photo,positive,72
8133,1e773c55-ec7e-47f2-916d-98d0b778a048,adore,10-12-2020,food,photo,positive,72
8136,1e773c55-ec7e-47f2-916d-98d0b778a048,adore,16-04-2021,food,photo,positive,72
8164,85e013ce-3474-4c9a-a4ea-7b726a29baae,adore,14-01-2021,animals,GIF,positive,72
8165,85e013ce-3474-4c9a-a4ea-7b726a29baae,adore,01-03-2021,animals,GIF,positive,72
8209,9a5951a5-a36f-404e-a746-f6023c160fc0,adore,07-10-2020,science,GIF,positive,72
8236,9a5951a5-a36f-404e-a746-f6023c160fc0,adore,23-04-2021,science,GIF,positive,72
8237,9a5951a5-a36f-404e-a746-f6023c160fc0,adore,04-01-2021,science,GIF,positive,72
8248,26ea4466-0d88-482a-afab-e502beb4a316,adore,27-09-2020,Fitness,GIF,positive,72
8292,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,adore,10-12-2020,tennis,audio,positive,72
8293,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,adore,25-10-2020,tennis,audio,positive,72
8299,9ee8836d-af4b-46ad-8869-4e0b1dedff7d,adore,12-03-2021,tennis,audio,positive,72
